crane,boom,cwt,radius,lift,capacity,location
250T Grove,78.5m,16.5T,48.0,,250,Launceston
250T Grove,78.5m,40T,48.0,4.1,250,Launceston
250T Grove,78.5m,50T,48.0,4.9,250,Launceston
250T Grove,78.5,70T,48.0,6.9,250,Launceston
250T Grove,78.5m,80T,48.0,8.0,250,Launceston
300T Grove,80m,16.5T,48.0,,300,Launceston
300T Grove,80m,35.5T,48.0,3.5,300,Launceston
300T Grove,80m,54.5T,48.0,6.4,300,Launceston
300T Grove,80m,74.5T,48.0,7.8,300,Launceston
300T Grove,80m,92.5T,48.0,9.5,300,Launceston
,,,48.0,,9999,Unknown
2.8T Maeda,8.5m,0,48.0,,2,Hobart
4T Maeda,16.4m,0,48.0,,4,Hobart
13T Kato,24m,0,48.0,,13,Launceston
25T    Kato,31m,0,48.0,,25,Hobart
25T Kato City,29m,0,48.0,,25,Hobart
35T Demag,37.4m,2.5T,48.0,,35,Hobart
35T Demag,37.4m,5.5T,48.0,,35,Hobart
40T Franna,Static,,48.0,,40,Hobart
40T Franna,Mobile,,48.0,,40,Hobart
40T Franna,,,48.0,,40,Hobart
60T Demag,44m,4.6T,48.0,,60,Hobart
60T Demag,44m,11.6T,48.0,,60,Hobart
60T Demag #2,50m,4.7T,48.0,,60,Hobart
60T Demag #2,50m,12.1T,48.0,,60,Hobart
100T Liehbherr,52m,11.5T,48.0,,100,Hobart
100T Liehbherr,52m,35T,48.0,2.2,100,Hobart
220T Tadano,68m,0T,48.0,,220,Hobart
220T Tadano,68m,23.5T,48.0,1.9,220,Hobart
220T Tadano,68m,47T,48.0,5.2,220,Hobart
220T Tadano,68m,71T,48.0,7.1,220,Hobart
250T Grove #2,70m,0T,48.0,,250,Hobart
250T Grove #2,70m,16.5T,48.0,,250,Hobart
250T Grove #2,70m,40T,48.0,3.6,250,Hobart
250T Grove #2,70m,80T,48.0,7.8,250,Hobart
300T Grove,80m,16.5T,48.0,,300,Launceston
300T Grove,80m,35.5T,48.0,3.5,300,Launceston
300T Grove,80m,54.5T,48.0,6.4,300,Launceston
300T Grove,80m,74.5T,48.0,7.8,300,Launceston
300T Grove,80m,92.5T,48.0,9.5,300,Launceston
7T Tadpole,21m,,50.0,,7,Launceston
13T Kato,24m,,50.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,50.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,50.0,,40,Launceston
55T Grove,43m,6.6T,50.0,,55,Launceston
,43m,11.5T C/W,50.0,,9999,Unknown
100T Grove,60m,4.5T C/W,50.0,,100,Launceston
,60m,26.2T,50.0,1.2,9999,Unknown
150T Grove,60m,1T,50.0,,150,Launceston
150T Grove,60m,26.3T,50.0,1.3,150,Launceston
150T Grove,60m,44.56T,50.0,3.7,150,Launceston
250T Grove,78.5m,0T,50.0,,250,Launceston
250T Grove,78.5m,16.5T,50.0,,250,Launceston
250T Grove,78.5m,40T,50.0,3.7,250,Launceston
250T Grove,78.5m,50T,50.0,4.6,250,Launceston
250T Grove,78.5,70T,50.0,5.8,250,Launceston
250T Grove,78.5m,80T,50.0,6.5,250,Launceston
300T Grove,80m,16.5T,50.0,,300,Launceston
300T Grove,80m,35.5T,50.0,2.5,300,Launceston
300T Grove,80m,54.5T,50.0,5.5,300,Launceston
300T Grove,80m,74.5T,50.0,7.1,300,Launceston
300T Grove,80m,92.5T,50.0,9.1,300,Launceston
,,,50.0,,9999,Unknown
2.8T Maeda,8.5m,0,50.0,,2,Hobart
4T Maeda,16.4m,0,50.0,,4,Hobart
13T Kato,24m,0,50.0,,13,Launceston
25T    Kato,31m,0,50.0,,25,Hobart
25T Kato City,29m,0,50.0,,25,Hobart
35T Demag,37.4m,2.5T,50.0,,35,Hobart
35T Demag,37.4m,5.5T,50.0,,35,Hobart
40T Franna,Static,,50.0,,40,Hobart
40T Franna,Mobile,,50.0,,40,Hobart
40T Franna,,,50.0,,40,Hobart
60T Demag,44m,4.6T,50.0,,60,Hobart
60T Demag,44m,11.6T,50.0,,60,Hobart
60T Demag #2,50m,4.7T,50.0,,60,Hobart
60T Demag #2,50m,12.1T,50.0,,60,Hobart
100T Liehbherr,52m,11.5T,50.0,,100,Hobart
100T Liehbherr,52m,35T,50.0,,100,Hobart
220T Tadano,68m,0T,50.0,,220,Hobart
220T Tadano,68m,23.5T,50.0,,220,Hobart
220T Tadano,68m,47T,50.0,4.3,220,Hobart
220T Tadano,68m,71T,50.0,6.7,220,Hobart
250T Grove #2,70m,0T,50.0,,250,Hobart
250T Grove #2,70m,16.5T,50.0,,250,Hobart
250T Grove #2,70m,40T,50.0,3.1,250,Hobart
250T Grove #2,70m,80T,50.0,7.4,250,Hobart
300T Grove,80m,16.5T,50.0,,300,Launceston
300T Grove,80m,35.5T,50.0,2.5,300,Launceston
300T Grove,80m,54.5T,50.0,5.5,300,Launceston
300T Grove,80m,74.5T,50.0,7.1,300,Launceston
300T Grove,80m,92.5T,50.0,9.1,300,Launceston
7T Tadpole,21m,,52.0,,7,Launceston
13T Kato,24m,,52.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,52.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,52.0,,40,Launceston
55T Grove,43m,6.6T,52.0,,55,Launceston
,43m,11.5T C/W,52.0,,9999,Unknown
100T Grove,60m,4.5T C/W,52.0,,100,Launceston
,60m,26.2T,52.0,0.9,9999,Unknown
150T Grove,60m,1T,52.0,,150,Launceston
150T Grove,60m,26.3T,52.0,1.0,150,Launceston
150T Grove,60m,44.56T,52.0,3.3,150,Launceston
250T Grove,78.5m,0T,52.0,,250,Launceston
250T Grove,78.5m,16.5T,52.0,,250,Launceston
250T Grove,78.5m,40T,52.0,3.0,250,Launceston
250T Grove,78.5m,50T,52.0,4.2,250,Launceston
250T Grove,78.5,70T,52.0,5.3,250,Launceston
250T Grove,78.5m,80T,52.0,6.1,250,Launceston
300T Grove,80m,16.5T,52.0,,300,Launceston
300T Grove,80m,35.5T,52.0,2.0,300,Launceston
300T Grove,80m,54.5T,52.0,4.9,300,Launceston
300T Grove,80m,74.5T,52.0,6.5,300,Launceston
300T Grove,80m,92.5T,52.0,8.7,300,Launceston
,,,52.0,,9999,Unknown
2.8T Maeda,8.5m,0,52.0,,2,Hobart
4T Maeda,16.4m,0,52.0,,4,Hobart
13T Kato,24m,0,52.0,,13,Launceston
25T    Kato,31m,0,52.0,,25,Hobart
25T Kato City,29m,0,52.0,,25,Hobart
35T Demag,37.4m,2.5T,52.0,,35,Hobart
35T Demag,37.4m,5.5T,52.0,,35,Hobart
40T Franna,Static,,52.0,,40,Hobart
40T Franna,Mobile,,52.0,,40,Hobart
40T Franna,,,52.0,,40,Hobart
60T Demag,44m,4.6T,52.0,,60,Hobart
60T Demag,44m,11.6T,52.0,,60,Hobart
60T Demag #2,50m,4.7T,52.0,,60,Hobart
60T Demag #2,50m,12.1T,52.0,,60,Hobart
100T Liehbherr,52m,11.5T,52.0,,100,Hobart
100T Liehbherr,52m,35T,52.0,,100,Hobart
220T Tadano,68m,0T,52.0,,220,Hobart
220T Tadano,68m,23.5T,52.0,,220,Hobart
220T Tadano,68m,47T,52.0,3.9,220,Hobart
220T Tadano,68m,71T,52.0,6.2,220,Hobart
250T Grove #2,70m,0T,52.0,,250,Hobart
250T Grove #2,70m,16.5T,52.0,,250,Hobart
250T Grove #2,70m,40T,52.0,2.7,250,Hobart
250T Grove #2,70m,80T,52.0,6.6,250,Hobart
300T Grove,80m,16.5T,52.0,,300,Launceston
300T Grove,80m,35.5T,52.0,2.0,300,Launceston
300T Grove,80m,54.5T,52.0,4.9,300,Launceston
300T Grove,80m,74.5T,52.0,6.5,300,Launceston
300T Grove,80m,92.5T,52.0,8.7,300,Launceston
7T Tadpole,21m,,54.0,,7,Launceston
13T Kato,24m,,54.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,54.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,54.0,,40,Launceston
55T Grove,43m,6.6T,54.0,,55,Launceston
,43m,11.5T C/W,54.0,,9999,Unknown
100T Grove,60m,4.5T C/W,54.0,,100,Launceston
,60m,26.2T,54.0,,9999,Unknown
150T Grove,60m,1T,54.0,,150,Launceston
150T Grove,60m,26.3T,54.0,,150,Launceston
150T Grove,60m,44.56T,54.0,2.7,150,Launceston
250T Grove,78.5m,0T,54.0,,250,Launceston
250T Grove,78.5m,16.5T,54.0,,250,Launceston
250T Grove,78.5m,40T,54.0,2.7,250,Launceston
250T Grove,78.5m,50T,54.0,3.9,250,Launceston
250T Grove,78.5,70T,54.0,5.0,250,Launceston
250T Grove,78.5m,80T,54.0,5.2,250,Launceston
300T Grove,80m,16.5T,54.0,,300,Launceston
300T Grove,80m,35.5T,54.0,1.6,300,Launceston
300T Grove,80m,54.5T,54.0,4.4,300,Launceston
300T Grove,80m,74.5T,54.0,6.3,300,Launceston
300T Grove,80m,92.5T,54.0,6.9,300,Launceston
,,,54.0,,9999,Unknown
2.8T Maeda,8.5m,0,54.0,,2,Hobart
4T Maeda,16.4m,0,54.0,,4,Hobart
13T Kato,24m,0,54.0,,13,Launceston
25T    Kato,31m,0,54.0,,25,Hobart
25T Kato City,29m,0,54.0,,25,Hobart
35T Demag,37.4m,2.5T,54.0,,35,Hobart
35T Demag,37.4m,5.5T,54.0,,35,Hobart
40T Franna,Static,,54.0,,40,Hobart
40T Franna,Mobile,,54.0,,40,Hobart
40T Franna,,,54.0,,40,Hobart
60T Demag,44m,4.6T,54.0,,60,Hobart
60T Demag,44m,11.6T,54.0,,60,Hobart
60T Demag #2,50m,4.7T,54.0,,60,Hobart
60T Demag #2,50m,12.1T,54.0,,60,Hobart
100T Liehbherr,52m,11.5T,54.0,,100,Hobart
100T Liehbherr,52m,35T,54.0,,100,Hobart
220T Tadano,68m,0T,54.0,,220,Hobart
220T Tadano,68m,23.5T,54.0,,220,Hobart
220T Tadano,68m,47T,54.0,3.0,220,Hobart
220T Tadano,68m,71T,54.0,5.7,220,Hobart
250T Grove #2,70m,0T,54.0,,250,Hobart
250T Grove #2,70m,16.5T,54.0,,250,Hobart
250T Grove #2,70m,40T,54.0,2.0,250,Hobart
250T Grove #2,70m,80T,54.0,6.3,250,Hobart
300T Grove,80m,16.5T,54.0,,300,Launceston
300T Grove,80m,35.5T,54.0,1.6,300,Launceston
300T Grove,80m,54.5T,54.0,4.4,300,Launceston
300T Grove,80m,74.5T,54.0,6.3,300,Launceston
300T Grove,80m,92.5T,54.0,6.9,300,Launceston
7T Tadpole,21m,,56.0,,7,Launceston
13T Kato,24m,,56.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,56.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,56.0,,40,Launceston
55T Grove,43m,6.6T,56.0,,55,Launceston
,43m,11.5T C/W,56.0,,9999,Unknown
100T Grove,60m,4.5T C/W,56.0,,100,Launceston
,60m,26.2T,56.0,,9999,Unknown
150T Grove,60m,1T,56.0,,150,Launceston
150T Grove,60m,26.3T,56.0,,150,Launceston
150T Grove,60m,44.56T,56.0,2.3,150,Launceston
250T Grove,78.5m,0T,56.0,,250,Launceston
250T Grove,78.5m,16.5T,56.0,,250,Launceston
250T Grove,78.5m,40T,56.0,2.3,250,Launceston
250T Grove,78.5m,50T,56.0,3.2,250,Launceston
250T Grove,78.5,70T,56.0,4.7,250,Launceston
250T Grove,78.5m,80T,56.0,4.9,250,Launceston
300T Grove,80m,16.5T,56.0,,300,Launceston
300T Grove,80m,35.5T,56.0,,300,Launceston
300T Grove,80m,54.5T,56.0,3.5,300,Launceston
300T Grove,80m,74.5T,56.0,5.9,300,Launceston
300T Grove,80m,92.5T,56.0,6.6,300,Launceston
,,,56.0,,9999,Unknown
2.8T Maeda,8.5m,0,56.0,,2,Hobart
4T Maeda,16.4m,0,56.0,,4,Hobart
13T Kato,24m,0,56.0,,13,Launceston
25T    Kato,31m,0,56.0,,25,Hobart
25T Kato City,29m,0,56.0,,25,Hobart
35T Demag,37.4m,2.5T,56.0,,35,Hobart
35T Demag,37.4m,5.5T,56.0,,35,Hobart
40T Franna,Static,,56.0,,40,Hobart
40T Franna,Mobile,,56.0,,40,Hobart
40T Franna,,,56.0,,40,Hobart
60T Demag,44m,4.6T,56.0,,60,Hobart
60T Demag,44m,11.6T,56.0,,60,Hobart
60T Demag #2,50m,4.7T,56.0,,60,Hobart
60T Demag #2,50m,12.1T,56.0,,60,Hobart
100T Liehbherr,52m,11.5T,56.0,,100,Hobart
100T Liehbherr,52m,35T,56.0,,100,Hobart
220T Tadano,68m,0T,56.0,,220,Hobart
220T Tadano,68m,23.5T,56.0,,220,Hobart
220T Tadano,68m,47T,56.0,2.7,220,Hobart
220T Tadano,68m,71T,56.0,5.3,220,Hobart
250T Grove #2,70m,0T,56.0,,250,Hobart
250T Grove #2,70m,16.5T,56.0,,250,Hobart
250T Grove #2,70m,40T,56.0,1.7,250,Hobart
250T Grove #2,70m,80T,56.0,5.8,250,Hobart
300T Grove,80m,16.5T,56.0,,300,Launceston
300T Grove,80m,35.5T,56.0,,300,Launceston
300T Grove,80m,54.5T,56.0,3.5,300,Launceston
300T Grove,80m,74.5T,56.0,5.9,300,Launceston
300T Grove,80m,92.5T,56.0,6.6,300,Launceston
7T Tadpole,21m,,58.0,,7,Launceston
13T Kato,24m,,58.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,58.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,58.0,,40,Launceston
55T Grove,43m,6.6T,58.0,,55,Launceston
,43m,11.5T C/W,58.0,,9999,Unknown
100T Grove,60m,4.5T C/W,58.0,,100,Launceston
,60m,26.2T,58.0,,9999,Unknown
150T Grove,60m,1T,58.0,,150,Launceston
150T Grove,60m,26.3T,58.0,,150,Launceston
150T Grove,60m,44.56T,58.0,,150,Launceston
250T Grove,78.5m,0T,58.0,,250,Launceston
250T Grove,78.5m,16.5T,58.0,,250,Launceston
250T Grove,78.5m,40T,58.0,1.6,250,Launceston
250T Grove,78.5m,50T,58.0,2.8,250,Launceston
250T Grove,78.5,70T,58.0,4.3,250,Launceston
250T Grove,78.5m,80T,58.0,4.6,250,Launceston
300T Grove,80m,16.5T,58.0,,300,Launceston
300T Grove,80m,35.5T,58.0,,300,Launceston
300T Grove,80m,54.5T,58.0,3.0,300,Launceston
300T Grove,80m,74.5T,58.0,5.5,300,Launceston
300T Grove,80m,92.5T,58.0,6.4,300,Launceston
,,,58.0,,9999,Unknown
2.8T Maeda,8.5m,0,58.0,,2,Hobart
4T Maeda,16.4m,0,58.0,,4,Hobart
13T Kato,24m,0,58.0,,13,Launceston
25T    Kato,31m,0,58.0,,25,Hobart
25T Kato City,29m,0,58.0,,25,Hobart
35T Demag,37.4m,2.5T,58.0,,35,Hobart
35T Demag,37.4m,5.5T,58.0,,35,Hobart
40T Franna,Static,,58.0,,40,Hobart
40T Franna,Mobile,,58.0,,40,Hobart
40T Franna,,,58.0,,40,Hobart
60T Demag,44m,4.6T,58.0,,60,Hobart
60T Demag,44m,11.6T,58.0,,60,Hobart
60T Demag #2,50m,4.7T,58.0,,60,Hobart
60T Demag #2,50m,12.1T,58.0,,60,Hobart
100T Liehbherr,52m,11.5T,58.0,,100,Hobart
100T Liehbherr,52m,35T,58.0,,100,Hobart
220T Tadano,68m,0T,58.0,,220,Hobart
220T Tadano,68m,23.5T,58.0,,220,Hobart
220T Tadano,68m,47T,58.0,1.8,220,Hobart
220T Tadano,68m,71T,58.0,4.3,220,Hobart
250T Grove #2,70m,0T,58.0,,250,Hobart
250T Grove #2,70m,16.5T,58.0,,250,Hobart
250T Grove #2,70m,40T,58.0,,250,Hobart
250T Grove #2,70m,80T,58.0,5.1,250,Hobart
300T Grove,80m,16.5T,58.0,,300,Launceston
300T Grove,80m,35.5T,58.0,,300,Launceston
300T Grove,80m,54.5T,58.0,3.0,300,Launceston
300T Grove,80m,74.5T,58.0,5.5,300,Launceston
300T Grove,80m,92.5T,58.0,6.4,300,Launceston
7T Tadpole,21m,,60.0,,7,Launceston
13T Kato,24m,,60.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,60.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,60.0,,40,Launceston
55T Grove,43m,6.6T,60.0,,55,Launceston
,43m,11.5T C/W,60.0,,9999,Unknown
100T Grove,60m,4.5T C/W,60.0,,100,Launceston
,60m,26.2T,60.0,,9999,Unknown
150T Grove,60m,1T,60.0,,150,Launceston
150T Grove,60m,26.3T,60.0,,150,Launceston
150T Grove,60m,44.56T,60.0,,150,Launceston
250T Grove,78.5m,0T,60.0,,250,Launceston
250T Grove,78.5m,16.5T,60.0,,250,Launceston
250T Grove,78.5m,40T,60.0,1.3,250,Launceston
250T Grove,78.5m,50T,60.0,2.5,250,Launceston
250T Grove,78.5,70T,60.0,3.9,250,Launceston
250T Grove,78.5m,80T,60.0,4.3,250,Launceston
300T Grove,80m,16.5T,60.0,,300,Launceston
300T Grove,80m,35.5T,60.0,,300,Launceston
300T Grove,80m,54.5T,60.0,2.0,300,Launceston
300T Grove,80m,74.5T,60.0,4.4,300,Launceston
300T Grove,80m,92.5T,60.0,5.9,300,Launceston
,,,60.0,,9999,Unknown
2.8T Maeda,8.5m,0,60.0,,2,Hobart
4T Maeda,16.4m,0,60.0,,4,Hobart
13T Kato,24m,0,60.0,,13,Launceston
25T    Kato,31m,0,60.0,,25,Hobart
25T Kato City,29m,0,60.0,,25,Hobart
35T Demag,37.4m,2.5T,60.0,,35,Hobart
35T Demag,37.4m,5.5T,60.0,,35,Hobart
40T Franna,Static,,60.0,,40,Hobart
40T Franna,Mobile,,60.0,,40,Hobart
40T Franna,,,60.0,,40,Hobart
60T Demag,44m,4.6T,60.0,,60,Hobart
60T Demag,44m,11.6T,60.0,,60,Hobart
60T Demag #2,50m,4.7T,60.0,,60,Hobart
60T Demag #2,50m,12.1T,60.0,,60,Hobart
100T Liehbherr,52m,11.5T,60.0,,100,Hobart
100T Liehbherr,52m,35T,60.0,,100,Hobart
220T Tadano,68m,0T,60.0,,220,Hobart
220T Tadano,68m,23.5T,60.0,,220,Hobart
220T Tadano,68m,47T,60.0,1.5,220,Hobart
220T Tadano,68m,71T,60.0,3.9,220,Hobart
250T Grove #2,70m,0T,60.0,,250,Hobart
250T Grove #2,70m,16.5T,60.0,,250,Hobart
250T Grove #2,70m,40T,60.0,,250,Hobart
250T Grove #2,70m,80T,60.0,4.7,250,Hobart
300T Grove,80m,16.5T,60.0,,300,Launceston
300T Grove,80m,35.5T,60.0,,300,Launceston
300T Grove,80m,54.5T,60.0,2.0,300,Launceston
300T Grove,80m,74.5T,60.0,4.4,300,Launceston
300T Grove,80m,92.5T,60.0,5.9,300,Launceston
7T Tadpole,21m,,62.0,,7,Launceston
13T Kato,24m,,62.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,62.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,62.0,,40,Launceston
55T Grove,43m,6.6T,62.0,,55,Launceston
,43m,11.5T C/W,62.0,,9999,Unknown
100T Grove,60m,4.5T C/W,62.0,,100,Launceston
,60m,26.2T,62.0,,9999,Unknown
150T Grove,60m,1T,62.0,,150,Launceston
150T Grove,60m,26.3T,62.0,,150,Launceston
150T Grove,60m,44.56T,62.0,,150,Launceston
250T Grove,78.5m,0T,62.0,,250,Launceston
250T Grove,78.5m,16.5T,62.0,,250,Launceston
250T Grove,78.5m,40T,62.0,,250,Launceston
250T Grove,78.5m,50T,62.0,1.7,250,Launceston
250T Grove,78.5,70T,62.0,3.5,250,Launceston
250T Grove,78.5m,80T,62.0,4.0,250,Launceston
300T Grove,80m,16.5T,62.0,,300,Launceston
300T Grove,80m,35.5T,62.0,,300,Launceston
300T Grove,80m,54.5T,62.0,1.6,300,Launceston
300T Grove,80m,74.5T,62.0,4.0,300,Launceston
300T Grove,80m,92.5T,62.0,5.7,300,Launceston
,,,62.0,,9999,Unknown
2.8T Maeda,8.5m,0,62.0,,2,Hobart
4T Maeda,16.4m,0,62.0,,4,Hobart
13T Kato,24m,0,62.0,,13,Launceston
25T    Kato,31m,0,62.0,,25,Hobart
25T Kato City,29m,0,62.0,,25,Hobart
35T Demag,37.4m,2.5T,62.0,,35,Hobart
35T Demag,37.4m,5.5T,62.0,,35,Hobart
40T Franna,Static,,62.0,,40,Hobart
40T Franna,Mobile,,62.0,,40,Hobart
40T Franna,,,62.0,,40,Hobart
60T Demag,44m,4.6T,62.0,,60,Hobart
60T Demag,44m,11.6T,62.0,,60,Hobart
60T Demag #2,50m,4.7T,62.0,,60,Hobart
60T Demag #2,50m,12.1T,62.0,,60,Hobart
100T Liehbherr,52m,11.5T,62.0,,100,Hobart
100T Liehbherr,52m,35T,62.0,,100,Hobart
220T Tadano,68m,0T,62.0,,220,Hobart
220T Tadano,68m,23.5T,62.0,,220,Hobart
220T Tadano,68m,47T,62.0,1.2,220,Hobart
220T Tadano,68m,71T,62.0,3.5,220,Hobart
250T Grove #2,70m,0T,62.0,,250,Hobart
250T Grove #2,70m,16.5T,62.0,,250,Hobart
250T Grove #2,70m,40T,62.0,,250,Hobart
250T Grove #2,70m,80T,62.0,4.3,250,Hobart
300T Grove,80m,16.5T,62.0,,300,Launceston
300T Grove,80m,35.5T,62.0,,300,Launceston
300T Grove,80m,54.5T,62.0,1.6,300,Launceston
300T Grove,80m,74.5T,62.0,4.0,300,Launceston
300T Grove,80m,92.5T,62.0,5.7,300,Launceston
7T Tadpole,21m,,64.0,,7,Launceston
13T Kato,24m,,64.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,64.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,64.0,,40,Launceston
55T Grove,43m,6.6T,64.0,,55,Launceston
,43m,11.5T C/W,64.0,,9999,Unknown
100T Grove,60m,4.5T C/W,64.0,,100,Launceston
,60m,26.2T,64.0,,9999,Unknown
150T Grove,60m,1T,64.0,,150,Launceston
150T Grove,60m,26.3T,64.0,,150,Launceston
150T Grove,60m,44.56T,64.0,,150,Launceston
250T Grove,78.5m,0T,64.0,,250,Launceston
250T Grove,78.5m,16.5T,64.0,,250,Launceston
250T Grove,78.5m,40T,64.0,,250,Launceston
250T Grove,78.5m,50T,64.0,1.5,250,Launceston
250T Grove,78.5,70T,64.0,3.2,250,Launceston
250T Grove,78.5m,80T,64.0,3.7,250,Launceston
300T Grove,80m,16.5T,64.0,,300,Launceston
300T Grove,80m,35.5T,64.0,,300,Launceston
300T Grove,80m,54.5T,64.0,1.2,300,Launceston
300T Grove,80m,74.5T,64.0,3.6,300,Launceston
300T Grove,80m,92.5T,64.0,4.5,300,Launceston
,,,64.0,,9999,Unknown
2.8T Maeda,8.5m,0,64.0,,2,Hobart
4T Maeda,16.4m,0,64.0,,4,Hobart
13T Kato,24m,0,64.0,,13,Launceston
25T    Kato,31m,0,64.0,,25,Hobart
25T Kato City,29m,0,64.0,,25,Hobart
35T Demag,37.4m,2.5T,64.0,,35,Hobart
35T Demag,37.4m,5.5T,64.0,,35,Hobart
40T Franna,Static,,64.0,,40,Hobart
40T Franna,Mobile,,64.0,,40,Hobart
40T Franna,,,64.0,,40,Hobart
60T Demag,44m,4.6T,64.0,,60,Hobart
60T Demag,44m,11.6T,64.0,,60,Hobart
60T Demag #2,50m,4.7T,64.0,,60,Hobart
60T Demag #2,50m,12.1T,64.0,,60,Hobart
100T Liehbherr,52m,11.5T,64.0,,100,Hobart
100T Liehbherr,52m,35T,64.0,,100,Hobart
220T Tadano,68m,0T,64.0,,220,Hobart
220T Tadano,68m,23.5T,64.0,,220,Hobart
220T Tadano,68m,47T,64.0,0.9,220,Hobart
220T Tadano,68m,71T,64.0,3.2,220,Hobart
250T Grove #2,70m,0T,64.0,,250,Hobart
250T Grove #2,70m,16.5T,64.0,,250,Hobart
250T Grove #2,70m,40T,64.0,,250,Hobart
250T Grove #2,70m,80T,64.0,3.7,250,Hobart
300T Grove,80m,16.5T,64.0,,300,Launceston
300T Grove,80m,35.5T,64.0,,300,Launceston
300T Grove,80m,54.5T,64.0,1.2,300,Launceston
300T Grove,80m,74.5T,64.0,3.6,300,Launceston
300T Grove,80m,92.5T,64.0,4.5,300,Launceston
7T Tadpole,21m,,66.0,,7,Launceston
13T Kato,24m,,66.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,66.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,66.0,,40,Launceston
55T Grove,43m,6.6T,66.0,,55,Launceston
,43m,11.5T C/W,66.0,,9999,Unknown
100T Grove,60m,4.5T C/W,66.0,,100,Launceston
,60m,26.2T,66.0,,9999,Unknown
150T Grove,60m,1T,66.0,,150,Launceston
150T Grove,60m,26.3T,66.0,,150,Launceston
150T Grove,60m,44.56T,66.0,,150,Launceston
250T Grove,78.5m,0T,66.0,,250,Launceston
250T Grove,78.5m,16.5T,66.0,,250,Launceston
250T Grove,78.5m,40T,66.0,,250,Launceston
250T Grove,78.5m,50T,66.0,,250,Launceston
250T Grove,78.5,70T,66.0,2.9,250,Launceston
250T Grove,78.5m,80T,66.0,3.4,250,Launceston
300T Grove,80m,16.5T,66.0,,300,Launceston
300T Grove,80m,35.5T,66.0,,300,Launceston
300T Grove,80m,54.5T,66.0,,300,Launceston
300T Grove,80m,74.5T,66.0,2.6,300,Launceston
300T Grove,80m,92.5T,66.0,4.2,300,Launceston
,,,66.0,,9999,Unknown
2.8T Maeda,8.5m,0,66.0,,2,Hobart
4T Maeda,16.4m,0,66.0,,4,Hobart
13T Kato,24m,0,66.0,,13,Launceston
25T    Kato,31m,0,66.0,,25,Hobart
25T Kato City,29m,0,66.0,,25,Hobart
35T Demag,37.4m,2.5T,66.0,,35,Hobart
35T Demag,37.4m,5.5T,66.0,,35,Hobart
40T Franna,Static,,66.0,,40,Hobart
40T Franna,Mobile,,66.0,,40,Hobart
40T Franna,,,66.0,,40,Hobart
60T Demag,44m,4.6T,66.0,,60,Hobart
60T Demag,44m,11.6T,66.0,,60,Hobart
60T Demag #2,50m,4.7T,66.0,,60,Hobart
60T Demag #2,50m,12.1T,66.0,,60,Hobart
100T Liehbherr,52m,11.5T,66.0,,100,Hobart
100T Liehbherr,52m,35T,66.0,,100,Hobart
220T Tadano,68m,0T,66.0,,220,Hobart
220T Tadano,68m,23.5T,66.0,,220,Hobart
220T Tadano,68m,47T,66.0,,220,Hobart
220T Tadano,68m,71T,66.0,,220,Hobart
250T Grove #2,70m,0T,66.0,,250,Hobart
250T Grove #2,70m,16.5T,66.0,,250,Hobart
250T Grove #2,70m,40T,66.0,,250,Hobart
250T Grove #2,70m,80T,66.0,,250,Hobart
300T Grove,80m,16.5T,66.0,,300,Launceston
300T Grove,80m,35.5T,66.0,,300,Launceston
300T Grove,80m,54.5T,66.0,,300,Launceston
300T Grove,80m,74.5T,66.0,2.6,300,Launceston
300T Grove,80m,92.5T,66.0,4.2,300,Launceston
7T Tadpole,21m,,68.0,,7,Launceston
13T Kato,24m,,68.0,,13,Launceston
40T All Terrain Tadano,35m,1.4T ,68.0,,40,Launceston
40T All Terrain Tadano,35m,6.5T,68.0,,40,Launceston
55T Grove,43m,6.6T,68.0,,55,Launceston
,43m,11.5T C/W,68.0,,9999,Unknown
100T Grove,60m,4.5T C/W,68.0,,100,Launceston
,60m,26.2T,68.0,,9999,Unknown
150T Grove,60m,1T,68.0,,150,Launceston
150T Grove,60m,26.3T,68.0,,150,Launceston
150T Grove,60m,44.56T,68.0,,150,Launceston
250T Grove,78.5m,0T,68.0,,250,Launceston
250T Grove,78.5m,16.5T,68.0,,250,Launceston
250T Grove,78.5m,40T,68.0,,250,Launceston
250T Grove,78.5m,50T,68.0,,250,Launceston
250T Grove,78.5,70T,68.0,2.2,250,Launceston
